번호,개방자치단체코드,인허가일자,소재지전체주소,사업장명
545,4530000,2004.5.1,충청남도 서산시 예천동 508번지 롯데마트 2층,폭시펫
546,4530000,2011.12.30,,운산동물병원
547,4510000,1975.12.29,충청남도 보령시 웅천읍 대창리 429-10번지,웅천동물병원
548,4530000,2014.5.7,충청남도 서산시 석림동 786-2번지,신성가축병원
549,4530000,2016.6.20,충청남도 서산시 대산읍 대산리 149-5,대산동물병원
550,4500000,2003.6.25,충청남도 공주시 유구읍 석남리 275-10번지,유구
551,4500000,2003.6.25,충청남도 공주시 금성동 19-29번지 41통3반 현대아파트 107동 1505호,중앙가축병원
552,4500000,2003.6.25,충청남도 공주시 신관동 601-3,젖소친구들
553,4510000,1975.11.19,충청남도 보령시 웅천읍 대창리 353-8번지 17통,서울동물병원
554,4510000,1987.5.28,충청남도 보령시 대천동 410-5번지,서해동물병원
555,4510000,1995.8.14,충청남도 보령시 천북면 하만리 271-2번지,천북동물병원
556,4510000,1998.5.2,충청남도 보령시 대천동 345-21번지,애견의 집
557,4510000,2001.1.31,충청남도 보령시 대천동 433-13번지,대천동물병원
558,4530000,1973.11.30,충청남도 서산시 동문동 886번지,서산가축병원
559,4530000,1975.11.19,충청남도 서산시 읍내동 139번지,서울
560,4530000,1976.1.16,충청남도 서산시 동문동 537-2 번지,서산
561,4530000,1984.10.16,충청남도 서산시 동문동 794-5번지,제일동물병원
562,4530000,1993.10.19,충청남도 서산시 동문동 421-5번지,송원규
563,4500000,2003.6.25,충청남도 공주시 산성동 120-2번지 2통8반,제일
564,4500000,2003.6.25,충청남도 공주시 금성동 21-3번지 30통3반,성심
565,4500000,2003.6.25,충청남도 공주시 산성동 174-16번지 2통5반,백제
566,4500000,1996.9.4,충청남도 공주시 신관동 601,금강
567,5580000,2007.9.6,충청남도 계룡시 엄사면 엄사리 211-3,충남동물병원
568,4510000,2004.7.21,충청남도 보령시 대천동 433-13번지,대천동물병원
569,4510000,2004.12.27,충청남도 보령시 대천동 433-13번지,대천동물병원
570,4510000,2005.6.8,충청남도 보령시 대천동 433-13,대천동물병원
571,4510000,2006.9.4,충청남도 보령시 대천동 433-17  번지,대천동물병원
572,4510000,2012.12.28,충청남도 보령시 웅천읍 구룡리 산 2-1번지,보령축협동물병원
573,4540000,2004.1.20,충청남도 논산시 취암동 939번지,에셀동물병원
574,4540000,2004.3.29,충청남도 논산시 강경읍 대흥리 46-5   번지,황산가축병원
575,4540000,2001.11.22,충청남도 논산시 강경읍 대흥리 46-5번지,황산동물병원
576,4540000,2001.5.7,충청남도 논산시 연무읍 안심리 9-7번지,비젼동물병원
577,4540000,1976.1.10,충청남도 논산시 대교동 109-3번지 2통,임동물병원
578,4540000,1976.1.10,충청남도 논산시 강경읍 대흥리 48-6번지,황산가축병원
579,4540000,1981.4.7,충청남도 논산시 연무읍 마산리 529-4   번지,연무동물병원
580,4500000,2013.7.26,충청남도 공주시 의당면 청룡리 837번지 33통9반 파렌하이트아파트 106동 201호,애니벳동물병원
581,4540000,2001.9.26,충청남도 논산시 반월동 199-46번지,금강동물병원
582,4540000,2001.5.18,충청남도 논산시 내동 931번지,제일동물병원
583,4490000,2004.7.6,충청남도 천안시 동남구 신부동 388-2번지 천광빌딩 나동101호,대아동물병원
584,4490000,2004.10.7,충청남도 천안시 서북구 부대동 139-11번지,대원동물병원
585,4490000,2005.7.28,충청남도 천안시 동남구 오룡동 52-24번지,육거리
586,4490000,2005.9.1,충청남도 천안시 서북구 불당동 1203번지,미소
587,4490000,2005.11.17,충청남도 천안시 동남구 쌍용동 198-1번지,윤 동물병원
588,4490000,2006.2.15,충청남도 천안시 동남구 신방동 49-14번지,다솜동물병원
589,4490000,2006.4.18,충청남도 천안시 동남구 봉명동 368번지,서부종합동물병원
590,4490000,2006.9.12,충청남도 천안시 동남구 안서동 447-4   번지,으뜸 동물병원
591,4490000,2006.9.12,충청남도 천안시 서북구 성거읍 송남리 48번지 중부물류센타 2층,(주)옵티팜솔루션
592,4490000,2006.12.1,충청남도 천안시 동남구 쌍용동 759번지,한일동물병원
593,4490000,2007.1.16,충청남도 천안시 동남구 영성동 120-1   번지,대관령 동물병원
594,4610000,2011.6.24,충청남도 예산군 고덕면 대천리 770-17번지,고덕동물병원
595,4490000,2007.4.4,충청남도 천안시 동남구 구성동 265번지 삼거리상가 102호,팜스케어
596,4490000,2007.5.11,충청남도 천안시 동남구 신방동 1158번지,동남동물병원
597,4490000,2007.9.5,충청남도 천안시 동남구 목천읍 신계리 296-2번지 102호,조은동물병원
598,4500000,2004.7.28,충청남도 공주시 신관동 256-6,금비동물병원
599,4500000,2006.12.27,충청남도 공주시 신관동 256-6,금비동물병원
600,4500000,2010.3.31,충청남도 공주시 의당면 청룡리 664-6,한우사랑
601,4500000,2012.3.13,충청남도 공주시 신관동 589-4,성진가축약품동물병원
602,4500000,2013.3.19,,의당농협동물병원
603,4600000,2004.3.30,충청남도 홍성군 홍성읍 오관리 311-7번지,대산동물병원
604,4600000,2006.8.3,충청남도 홍성군 홍성읍 남장리 221-1번지 한국폴리텍 4 홍성대학 부설탐구관동 402호,돼지와 건강동물병원
605,4490000,2011.11.24,충청남도 천안시 동남구 목천읍 신계리 407-2번지,마일스톤피그클리닉(산업동물에 대한 출장진료를 전문으로 함)
606,4490000,2012.3.5,충청남도 천안시 동남구 원성동 480-5번지,대전충남양계농협 양계전문병원
607,4540000,1988.6.21,충청남도 논산시 대교동 109-9번지,녹십자동물병원
608,4540000,1998.10.10,충청남도 논산시 취암동 939번지,에셀동물병원
609,4540000,2005.6.30,충청남도 논산시 취암동 939번지,동물사랑 고려 동물병원
610,4540000,2012.5.9,충청남도 논산시 내동 794번지,킴스애니멀랩(Kim's Animal Lab.)
611,4540000,2013.8.6,충청남도 논산시 연무읍 안심리 9-8번지,유일산업동물병원
612,4490000,2012.12.17,충청남도 천안시 서북구 백석동 1047번지,웰니스클리닉
613,4490000,2013.5.2,충청남도 천안시 서북구 백석동 1047번지,웰니스동물병원
614,4490000,2013.11.8,충청남도 천안시 서북구 쌍용동 494-17 우리척병원 102호,천안동물의료센터
615,4490000,2014.3.6,충청남도 천안시 서북구 백석동 1047번지,웰니스동물병원
616,4620000,1989.4.6,충청남도 태안군 태안읍 남문리 213,명 동물 병원
617,4620000,1989.7.26,충청남도 태안군 태안읍 남문리 504-8번지,최기중 동물병원
618,4620000,2015.7.14,충청남도 태안군 태안읍 남문리 504-8번지,최기중 동물병원
619,4490000,2018.6.12,충청남도 천안시 서북구 불당동 1426 115호,어바웃동물병원
620,4600000,1999.11.25,충청남도 홍성군 홍성읍 오관리 474-1번지,선희동물병원
621,3830000,1998.3.14,경기도 안양시 만안구 안양동 693-1번지,김종오동물병원
622,3830000,1998.6.16,경기도 안양시 동안구 평촌동 901번지,현대동물병원
623,3830000,1999.7.16,경기도 안양시 만안구 박달동 75-17번지,애니피스동물병원
624,3830000,1999.8.6,경기도 안양시 동안구 비산동 363-13번지,이풍호동물병원
625,3830000,2000.2.14,경기도 안양시 만안구 안양동 695-21번지,안양동물병원
626,3830000,2000.4.22,경기도 안양시 만안구 안양동 711-129 상가1층,신동물병원
627,3910000,1992.1.11,경기도 평택시 지산동 824-2번지,김국진동물병원
628,3910000,1992.7.20,경기도 평택시 비전동 729-27  번지,김충일동물병원
629,3910000,1994.12.16,경기도 평택시 서정동 308-8번지,영화동물병원
630,3910000,1996.6.5,경기도 평택시 비전동 729-2   번지,중앙동물병원
631,3910000,2013.6.14,경기도 평택시 비전동 191-8번지 2통10반,김기혁 동물병원 비전동점
632,3910000,2003.2.17,경기도 평택시 팽성읍 남산리 41-138번지,평일동물병원
633,3910000,2003.7.21,경기도 평택시 비전동 272번지,정다운동물병원
634,4000000,1989.3.2,경기도 오산시 오산동 324번지,중앙가축병원
635,4000000,2006.6.8,경기도 오산시 궐동 586-13,쥬만지 동물병원
636,4000000,2010.10.18,경기도 오산시 궐동 632-2번지,튼튼 동물병원
637,4000000,2011.1.11,경기도 오산시 원동 841번지 파크스퀘어 105~106호,저스트 벳 동물병원
638,4000000,2013.7.3,경기도 오산시 궐동 632-2번지,튼튼동물병원
639,3910000,1975.8.13,경기도 평택시 서정동 306-4번지,협동동물병원
640,3910000,1975.8.16,경기도 평택시 신장동 213-8   번지,제일동물병원
641,3910000,1976.4.24,경기도 평택시 서정동 303-1번지,송탄동물병원
642,3910000,1978.10.24,경기도 평택시 안중읍 안중리 266-16번지,서울동물병원
643,3910000,2010.4.9,경기도 평택시 청북면 현곡리 298-9   번지,평택고려동물병원
644,3910000,2010.6.11,경기도 평택시 지제동 50번지 이마트2층,펫사랑동물병원
645,3910000,2010.6.29,경기도 평택시 평택동 188-12  번지,한원동물병원
646,4140000,2008.7.9,경기도 연천군 전곡읍 전곡리 305-16번지,사랑동물병원
647,4140000,2010.9.10,경기도 연천군 연천읍 통현리 245-4,우리 동물병원
648,4140000,2012.5.24,경기도 연천군 전곡읍 전곡리 468-24 4통3반,사랑동물병원
649,3910000,2011.12.26,,강남동물병원
650,3910000,1985.9.10,경기도 평택시 청북면 현곡리 307-10  번지,실로암동물병원
651,3910000,1991.6.14,경기도 평택시 팽성읍 안정리 41-307번지,안정동물병원
652,4050000,2014.11.7,경기도 용인시 수지구 동천동 336-3번지 402호,라인-Vet
653,4050000,2015.7.31,"경기도 용인시 수지구 죽전동 1254-3번지 선진포리스트 104,105호",죽전서울동물병원
654,4050000,1964.4.15,경기도 용인시 처인구 이동면 송전리 593-9번지,황수의사
655,4050000,1987.1.20,경기도 용인시 처인구 김량장동 42-9번지,한일동물병원
656,4050000,1988.12.23,경기도 용인시 처인구 남동 26-3번지,하나동물병원
657,4050000,2004.8.9,경기도 용인시 수지구 풍덕천동 732-3번지,메디펫동물병원
658,4050000,2004.9.3,경기도 용인시 수지구 신봉동 25-1번지 LG프라자 107호,신봉종합동물병원
659,4050000,2004.9.22,경기도 용인시 처인구 남동 71-1번지,페티앙동물병원
660,4050000,2004.11.3,경기도 용인시 수지구 신봉동 83번지 신LG프라자 102호,노아동물병원
661,4050000,2004.12.28,경기도 용인시 수지구 죽전동 1602-1번지 105호,송재원동물병원
662,4050000,2005.1.4,경기도 용인시 수지구 풍덕천동 704-1번지,늘푸른동물병원
663,4050000,2005.1.5,경기도 용인시 처인구 유방동 328-2번지 비엔비프라자 103호,원종합동물병원
664,4050000,2005.2.25,경기도 용인시 기흥구 보정동 1804-3번지 야후빌딩 105호,죽전동물병원
665,4050000,2005.3.4,경기도 용인시 기흥구 보라동 145-1번지 현대프라자 103호,우리동물병원
666,4050000,2005.3.15,경기도 용인시 수지구 죽전동 2003-3번지 SR프라자 104호,보미든동물병원
667,4050000,2005.3.28,경기도 용인시 기흥구 보정동 266-4번지 롯데마트 3층,폭시펫동물병원
668,4050000,2005.4.13,경기도 용인시 처인구 역북동 428-13번지,다솔동물병원
669,4050000,2005.5.21,경기도 용인시 수지구 죽전동 1608-3번지 선진포리스트 104호,청담 24시 동물병원
670,4050000,2016.8.31,,쿨펫동물병원죽전점
671,4050000,2017.4.26,경기도 용인시 수지구 상현동 1117-8,다올동물의료센터 광교점
672,4170000,1994.10.12,경기도 양평군 양평읍 공흥리 402-8번지,현대동물병원(출장전문병원)
673,4170000,1998.1.21,경기도 양평군 용문면 다문리 704-4번지,아주동물병원
674,3910000,1981.10.1,경기도 평택시 통복동 82-5번지,축협동물병원
675,4170000,2009.4.27,경기도 양평군 양평읍 공흥리 530-3번지,신세계 종합 동물병원
676,4170000,2010.10.26,경기도 양평군 양평읍 공흥리,중앙 동물병원
677,4170000,2017.2.1,,중앙동물병원
678,4170000,2017.3.22,,중앙동물병원
679,4170000,2017.3.29,경기도 양평군 양서면 용담리 507-44번지,양평동물의료센터
680,4050000,1996.2.8,경기도 용인시 처인구 김량장동 254-147번지,용인축협동물병원
681,4050000,1998.5.2,경기도 용인시 기흥구 신갈동 71-12  번지,현대동물병원
682,4050000,1999.7.12,경기도 용인시 수지구 풍덕천동 713-6번지,세브란스동물병원
683,4050000,1999.12.16,경기도 용인시 처인구 이동면 천리 66-7   번지,용마동물병원
684,4050000,2013.7.16,경기도 용인시 수지구 동천동,수지동물병원
685,4050000,2013.9.5,,수지동물병원
686,4050000,2013.11.27,경기도 용인시 수지구 상현동 1190-2,가야 동물병원
687,4050000,2010.6.17,경기도 용인시 처인구 삼가동 195-15번지,펫스타일동물병원
688,4050000,2012.12.14,경기도 용인시 처인구 모현면 왕산리 428-1,행복동물병원
689,4050000,2005.7.27,경기도 용인시 기흥구 구갈동 589번지,제일종합동물병원
690,4050000,2005.9.21,경기도 용인시 수지구 죽전동 블럭 0-0 죽전택지개발지구-1703블럭,폭시펫 동물병원
691,4050000,2005.9.27,경기도 용인시 수지구 상현동 251-2번지 SR프라자 112호,박영준동물병원
692,4140000,1970.6.8,경기도 연천군 전곡읍 전곡리 전곡1리,전곡동물병원
693,4140000,1987.11.27,경기도 연천군 연천읍 차탄리 34-98번지,중앙가축병원
694,4140000,1994.6.8,경기도 연천군 연천읍 차탄리 45-27  번지,조문재동물병원
695,4140000,2004.3.19,경기도 연천군 연천읍 차탄리 34-289번지,애견동물병원
696,4140000,2004.12.23,경기도 연천군 전곡읍 전곡리 336-49  번지,현대동물병원
697,4140000,2005.9.30,경기도 연천군 전곡읍 전곡리 334-11번지,대한동물병원
698,3820000,2015.6.30,경기도 의정부시 금오동 474-2번지 대송프라자,서정동물메디컬센터
699,3820000,2016.3.3,경기도 의정부시 금오동 474-2번지,서정동물메디컬센터
700,3820000,2016.9.12,,의정부 동물병원 24시 88동물의료원
701,3820000,2017.2.1,경기도 의정부시 의정부동 168-54번지 신세계백화점 6층,이리온동물병원 의정부점
702,3820000,2017.11.30,경기도 의정부시 의정부동 182-8,펫인쥬동물병원
703,4170000,1963.9.1,경기도 양평군 양서면 양수리 559-23,양서동물병원
704,4170000,1969.8.16,경기도 양평군 양평읍 양근리 283번지,양평동물병원
705,4000000,2014.12.16,경기도 오산시 금암동 515,힐링동물병원
706,4000000,2015.7.15,경기도 오산시 내삼미동 861-16번지,수청동물병원
707,4050000,2001.3.29,경기도 용인시 기흥구 신갈동 63-5   번지,감남동물병원
708,4050000,2001.3.29,경기도 용인시 기흥구 마북동 370-5,가나안동물병원
709,4050000,2001.10.15,경기도 용인시 수지구 성복동 66-1   번지,LG동물병원
710,4050000,2001.8.20,경기도 용인시 수지구 상현동 99번지,이학호동물병원
711,4050000,2001.12.12,경기도 용인시 처인구 모현면 매산리 208-1번지,모현동물병원
712,4050000,2002.5.7,경기도 용인시 기흥구 구갈동 391-6   번지,닥터한동물병원
713,4170000,1983.9.19,경기도 양평군 양서면 양수리 597번지,삼성동물병원
714,4170000,1983.11.28,경기도 양평군 용문면 다문리 333번지,전동물병원
715,4170000,1989.8.30,경기도 양평군 양평읍 양근리 269-19  번지,한진종합동물병원
716,4170000,1992.6.27,경기도 양평군 양동면 쌍학리 229-1   번지,양동동물병원
717,3910000,2005.2.3,경기도 평택시 합정동 913-15  번지,두리동물병원
718,4140000,2013.8.2,경기도 연천군 전곡읍 전곡리 293-14번지,한북산업동물병원
719,4140000,2015.1.21,,혜성산업동물병원
720,4140000,2015.7.27,경기도 연천군 미산면 아미리 124-4번지,황창원동물병원
721,4050000,2000.3.8,경기도 용인시 처인구 김량장동 142-11번지,윤동물병원
722,4050000,2007.7.30,경기도 용인시 처인구 백암면 근창리 20-4   번지,준동물병원
723,4050000,2007.12.12,경기도 용인시 처인구 김량장동 12-8번지 롯데수퍼1층,쿨펫동물병원
724,3910000,2012.2.15,경기도 평택시 용이동 465-4번지,차우동물병원
725,3910000,2012.2.20,,누리동물병원
726,3910000,2013.7.8,경기도 평택시 신장동 325-13번지,유명한동물병원
727,3910000,2014.10.22,경기도 평택시 용이동 465-4번지,차우동물병원
728,3910000,2014.10.22,경기도 평택시 안중읍 현화리 493번지,안중동물병원
729,3910000,2016.4.6,경기도 평택시 안중읍 안중리 233-19,안중중앙동물병원
730,3910000,2016.4.20,경기도 평택시 용이동 597-6,너와 나 동물병원
731,4050000,2009.3.11,경기도 용인시 수지구 죽전동 1178-1   번지 그린프라자 105호,영동동물병원
732,4050000,2009.3.24,경기도 용인시 수지구 죽전동 2003-3   번지 SR프라자 104호,보미든동물병원
733,4050000,2009.7.14,경기도 용인시 수지구 성복동 129-1번지 플러스메디칼센타 111호,한빛동물병원
734,4050000,2010.2.22,경기도 용인시 수지구 상현동 257-14번지 원희캐슬프라자 A동 112호,참누리동물병원
735,4050000,2012.8.8,경기도 용인시 기흥구 보정동 1019-237번지,주식회사 웰니스클리닉
736,4050000,2012.9.12,경기도 용인시 기흥구 보정동 919번지 대림아파트 상가 102호,대림동물병원
737,4050000,2013.4.8,경기도 용인시 기흥구 보정동 266-4번지 3층,주식회사 펫가든쿨펫동물병원
738,4050000,2013.5.9,경기도 용인시 기흥구 영덕동 989-6 1층,이음동물병원
739,4050000,2008.4.23,경기도 용인시 처인구 역북동 446-10,파크동물병원
740,4050000,2008.8.26,경기도 용인시 처인구 양지면 평창리 641-52번지,(주)비전축산센타
741,4050000,2008.11.6,경기도 용인시 처인구 남동 71-1번지,페티앙동물병원
742,4050000,2012.8.9,경기도 용인시 수지구 풍덕천동 193-8번지 훼미리빌딩 207호,쿨펫동물병원 수지점
743,4050000,2013.3.14,"경기도 용인시 수지구 상현동 광교택지개발지구 18-3, 2층",가야동물병원
744,3910000,2003.11.13,경기도 평택시 합정동 764번지,레오동물병원
745,4050000,2013.9.30,경기도 용인시 기흥구 영덕동 1052-1번지 두온프라자 106호,파밀리에 동물병원
746,4050000,2017.12.5,경기도 용인시 처인구 모현읍 오산리 193-28번지,죽전TNR동물병원
747,3910000,2004.1.19,경기도 평택시 서정동 810-1   번지,고려동물병원
748,3910000,2004.5.27,경기도 평택시 평택동 62-12  번지,최성호동물병원
749,3910000,2005.11.16,경기도 평택시 비전동 759-27  번지,김충일동물병원
750,3910000,2007.2.21,경기도 평택시 팽성읍 안정리 113-224번지,코암펫클리닉(COAM PET CLINIC)
751,3910000,2007.7.6,경기도 평택시 팽성읍 안정리 113-224 번지,코암동물병원(COAM PET CLINIC)
752,3910000,2007.7.6,경기도 평택시 비전동 759-27번지,코아동물병원
753,3910000,2007.8.31,경기도 평택시 팽성읍 안정리 41-307 번지,안정동물병원
754,3910000,2008.10.31,경기도 평택시 지산동 820-1번지,문성양돈컨설팅동물병원
755,3910000,2009.10.12,경기도 평택시 지제동 50번지,펫프렌즈동물병원
756,4050000,2008.8.1,경기도 용인시 수지구 죽전동 1254-4번지 104호,청담24시동물병원
757,4050000,2009.2.26,경기도 용인시 수지구 성복동 129-001번지 플러스클리닉수지센터,아프리카 동물병원
758,3910000,2010.1.22,경기도 평택시 청북면 어연리 738-2   번지,훈동물병원
759,4050000,2002.6.5,경기도 용인시 수지구 상현동 858번지 현대파크5단지내상가 104호,상현동물병원
760,4050000,2002.9.5,경기도 용인시 기흥구 구갈동 352-4   번지,좋은동물병원
761,4050000,2002.9.12,경기도 용인시 수지구 상현동 852번지 만현마을쌍용(아)단지내상가B102,애니펫동물병원
762,4050000,2003.3.6,경기도 용인시 수지구 풍덕천동 716-1   번지,수지동물병원
763,4050000,2003.6.26,경기도 용인시 수지구 죽전동 877-3번지 나석빌딩 106호,희망동물병원
764,4050000,2003.6.27,경기도 용인시 수지구 풍덕천동 732-3   번지,파우스동물병원
765,4050000,2003.7.22,경기도 용인시 기흥구 마북동 552-4  번지,에이플러스동물병원
766,4050000,2003.8.20,경기도 용인시 수지구 신봉동 신봉택지개발7블럭,아이러브 팻동물병원
767,4050000,2003.10.16,경기도 용인시 수지구 풍덕천동 732-3   번지,파우스동물병원
768,4050000,2003.11.4,경기도 용인시 수지구 상현동 830번지 성진프라자 104호,주주펫클리닉
769,4050000,2004.4.2,경기도 용인시 수지구 죽전동 887번지,박선생님동물병원
770,4050000,2004.4.30,경기도 용인시 기흥구 보정동 266-4번지,쿨펫동물병원
771,4050000,2014.1.24,경기도 용인시 처인구 백암면 박곡리 689-1번지,홍익산업동물병원
772,4050000,2015.9.9,경기도 용인시 처인구 모현면 오산리 193-28번지,개와 고양이 중성화수술센터
773,4050000,2011.3.2,경기도 용인시 기흥구 신갈동 71-5번지 1층,차우동물병원
774,4050000,2005.11.18,경기도 용인시 수지구 성복동 162-2번지 예반프라자 113호,즐거운 동물병원
775,4050000,2005.12.9,경기도 용인시 수지구 동천동 887번지 수지하우비상가 103호,수지동물병원
776,4050000,2006.5.23,경기도 용인시 수지구 상현동 257-14  번지 원희캐슬프라자 A동 112호,시드니동물병원
777,4050000,2006.5.26,경기도 용인시 수지구 죽전동 죽전택지개발지구 1703블럭,폭시펫동물병원
778,4050000,2006.9.12,경기도 용인시 수지구 신봉동 83번지 신LG프라자 102호,펫플러스동물병원
779,4050000,2006.11.9,경기도 용인시 수지구 죽전동 1602-0001번지 그린프라자 105호,영동동물병원
780,4050000,2007.4.11,경기도 용인시 수지구 성복동 70-1   번지,센트럴동물병원
781,3820000,2003.4.8,경기도 의정부시 금오동 374-1   번지 아남A 상가 1층 120호,행복한동물병원
782,3820000,2003.10.23,경기도 의정부시 금오동 470-5번지 금강프라자 107호,펫플러스동물병원
783,3820000,2003.12.20,경기도 의정부시 의정부동 185-1번지,프렌즈동물병원
784,4050000,2004.6.8,경기도 용인시 기흥구 보정동 1019-237번지,Wellness clinic 동물병원
785,4050000,2004.7.2,경기도 용인시 수지구 신봉동 909번지 신세계이마트 수지점내,로얄벳동물병원
786,3820000,2004.2.25,경기도 의정부시 의정부동 163-11번지,에이스동물병원
787,3820000,2004.6.9,경기도 의정부시 호원동 467번지 현대아이파크(아) 상가,아야야동물병원
788,3820000,2006.5.9,경기도 의정부시 신곡동 673번지 휴먼시티빌딩 206호,오즈동물병원
789,3820000,2006.12.27,경기도 의정부시 장암동 38-10번지 롯데마트 3층,펫프렌즈 동물병원
790,3820000,2007.7.23,경기도 의정부시 신곡동 761-7   번지 골드프라자 1층 101-102호,팻플러스동물병원
791,3820000,2007.7.25,경기도 의정부시 호원동 453번지 럭키마트 외부상가,럭키동물병원
792,3820000,2008.2.4,경기도 의정부시 호원동 453번지 럭키마트외부상가,럭키동물병원
793,4050000,2005.11.22,경기도 용인시 기흥구 보정동 266-8번지,쿨펫동물병원
794,4050000,2007.4.3,경기도 용인시 기흥구 상갈동 482-2   번지 금화타운 102호,참존동물병원
795,4050000,2007.4.13,경기도 용인시 기흥구 보라동 417-1번지,보라동물병원
796,4050000,2017.9.20,경기도 용인시 수지구 죽전동 882-18,용인24시 메이트동물병원
797,4050000,2008.2.4,경기도 용인시 기흥구 동백동 598-5   번지 중앙플라자 105호,사랑플러스
798,4050000,2009.1.22,경기도 용인시 기흥구 신갈동 66-5번지,제이동물병원
799,4050000,2009.3.6,경기도 용인시 기흥구 언남동 361,탑 동물병원
800,3820000,1971.12.1,경기도 의정부시 의정부동 185-15  번지,협동가축병원
801,3820000,1991.9.20,경기도 의정부시 의정부동 17-6,혜수애견병원
802,3820000,1998.7.9,경기도 의정부시 의정부동 146-6   번지,의정부동물병원
803,3820000,1999.2.1,경기도 의정부시 의정부동 94-6번지,열린펫동물병원
804,3820000,1999.11.15,경기도 의정부시 호원동 421번지 신도4차 상가 101호,회룡동물병원
805,3820000,2001.8.16,경기도 의정부시 용현동 14-3번지,현대동물병원
806,3820000,2011.11.11,경기도 의정부시 용현동 526-3번지 한도빌딩,서울종합동물병원
807,3820000,2009.2.25,경기도 의정부시 금오동 374-1번지 아남상가 1층 120호,행복한 동물병원
808,3820000,2009.12.4,경기도 의정부시 의정부동 388-21  번지,유제원 동물병원
809,3820000,2011.7.1,경기도 의정부시 신곡동 98번지 상가 106호,조은동물병원
810,3820000,2011.8.24,경기도 의정부시 금오동 463-10번지,펫클럽동물병원
811,3820000,2012.4.17,,이리온 for 몰리스
812,3820000,2012.10.4,경기도 의정부시 의정부동 168-54번지,이리온동물병원 의정부역점
813,3820000,2013.3.12,경기도 의정부시 금오동 463-10번지 태진빌딩 1층,펫클럽동물병원
814,4050000,2009.3.6,경기도 용인시 기흥구 보정동 1195-1   번지 108호,이든동물병원
815,3820000,2014.3.19,경기도 의정부시 용현동 527-1번지 38통7반 롯데마트 106동 103호,위즈펫동물병원
816,3820000,2014.5.22,경기도 의정부시 용현동 230-17번지 현대빌딩 2층,햇살동물병원
817,4050000,2014.11.26,경기도 용인시 기흥구 신갈동 63번지,쿨펫동물병원
818,3820000,2001.9.29,경기도 의정부시 의정부동 163-11번지,에이스동물병원
819,3820000,2002.5.20,경기도 의정부시 용현동 270-21  번지,정동물병원
820,3820000,2002.6.19,경기도 의정부시 호원동 418-3   번지,그린동물병원
821,3820000,2002.8.23,경기도 의정부시 호원동 425번지 한승프라자 109호,호원종합동물병원
822,3940000,2019.3.28,경기도 고양시 일산서구 대화동 2606번지 원마운트 1231호,위드동물병원
823,3650000,2019.3.28,대전광역시 중구 용두동 119-6번지,대전24시 센트럴동물병원
824,3310000,2019.4.1,부산광역시 남구 문현동 751 E마트,웰니스동물병원
825,3010000,2019.3.27,서울특별시 중구 신당동 309-50번지 한국양봉농협 본점,한국양봉농협 동물병원
826,5600000,2019.3.13,경기도 포천시 영중면 성동리 895-6,팜스플랜동물병원
827,4250000,2019.4.23,강원도 홍천군 홍천읍 신장대리 5-8,김준영 동물병원
828,3450000,2019.4.3,대구광역시 북구 검단동 573번지,하루동물병원
829,4400000,2019.4.9,충청북도 제천시 수산면 수산리 588-1번지,제천단양축산업협동조합 동물병원
830,5080000,2019.4.18,경상북도 구미시 광평동 792-21번지 홈플러스 구미광평점,도그플러스
831,3210000,2019.4.15,서울특별시 서초구 양재동 317-1번지 엄지빌딩,도그스데이 동물병원
832,5600000,2019.4.26,경기도 포천시 신북면 기지리 818-12,누리팜동물병원
833,4290000,2019.5.1,강원도 정선군 정선읍 북실리 701-24번지,조은동물병원
834,4720000,2019.5.1,전라북도 완주군 고산면 읍내리 882번지,미소 동물병원
835,4170000,2019.4.1,"경기도 양평군 양평읍 공흥리 402-8번지 한마음의원,효창종합건설,삼원스탠",현대가축병원(출장전문병원)
836,5700000,2019.4.10,경기도 여주시 점봉동 139-1번지,한서동물병원
837,4320000,2019.5.21,강원도 양구군 양구읍 하리 77-10,강원동물병원
838,3330000,2019.4.12,부산광역시 해운대구 중동 1767 이마트해운대점,웰니스 클리닉 동물병원
839,4090000,2019.4.29,경기도 김포시 운양동 1296-3번지,김포 24시 호수동물 의료센터
840,3230000,2019.5.16,서울특별시 송파구 삼전동 28-2 청목빌딩,헬릭스동물메디컬센터 송파분원
841,4280000,2019.4.25,강원도 평창군 평창읍 하리 79-6번지,최원철동물병원
842,4280000,2019.4.25,강원도 평창군 평창읍 하리 79-6번지,최원철동물병원
843,3060000,2019.4.17,서울특별시 중랑구 면목동 383-40,힐링페츠
844,3200000,2019.6.10,서울특별시 관악구 신림동 1484-6 101호,스누피동물병원
845,5250000,2019.6.17,경상북도 울진군 후포면 삼율리 61-6번지,다나동물병원
846,3560000,2019.6.21,인천광역시 서구 청라동 158-1 진성프라자,정말로동물병원
847,4950000,2019.5.9,전라남도 무안군 현경면 외반리 539-1,제일동물병원
848,3290000,2019.5.15,부산광역시 부산진구 초읍동 263-36,더원동물의료센터
849,3600000,2005.1.20,광주광역시 서구 화정동 311-2번지,풀하우스펫월드
850,3600000,2005.7.13,광주광역시 서구 화정동 311-2번지,풀하우스펫월드동물병원
851,3600000,2005.7.29,광주광역시 서구 치평동 1239번지 롯데마트,쿨펫동물병원
852,3600000,2005.10.31,광주광역시 서구 쌍촌동 970-10  번지,예동물병원
853,3600000,2005.12.5,광주광역시 서구 화정동 311-2   번지,풀하우스펫월드 동물병원
